coid,code,title,ger,prerequisites,description,credits
67131,POL-423,The European Union in Theory,,POL-102,Exploration of prescriptive and explanatory approaches to the post-World War II integration of Europe. The course includes briefings by academics on location in Europe.,4 credits
67134,POL-441,Issues in Central and Eastern European Politics,,POL-102,"Examination of change in Central and Eastern Europe, with emphasis on such topics as the politics of democratization, economic transformation, international security, and environmental degradation and protection.",4 credits
67137,POL-444,Issues in Latin American Politics,GER: HB (Empirical Study of Human Behavior),POL-102,A comparative analysis focusing on the persistence of authoritarianism and the processes and challenges associated with democratic transition and consolidation in selected Latin American countries. Taken as a component of Furman’s Latin America study away program.,4 credits
67135,POL-442,Issues in African Politics,,POL-102,"Examination of change in Africa, with emphasis on such topics as the politics of democratization, ethnicity, economic development, the environment, and international relations.",4 credits
67136,POL-443,Issues in Chinese Politics,,POL-102,"Examination of China in the post-Mao era, focusing on the pressures for reform and the central government’s ongoing struggle to maintain control while liberalizing the political and economic system. Includes interviews with government officials and citizens in Shanghai.",4 credits
72707,POL-445,United Europe Past and Present,,,"This course explores the long and complex effort to unify Europe-from the Roman Empire and Charlemagne’s medieval realm to modern attempts at unity following centuries of war and division. Special emphasis will be placed on the institutions, policymaking processes, and contemporary challenges of the European Union. May Experience ONLY.",2 credits
67142,PSY-201,Research Methods in Psychology,GER: WR (Writing-Research Intensive) and HB (Empirical Study of Human Behavior),any first year writing seminar and PSY-111,"Introduction to the scientific methods used in psychological research. Topics covered include scientific reasoning, principles of research design, sampling, measurement, and ethical considerations. Designed to develop critical analysis skills required in more advanced psychology courses. Lab work and written reports of research projects are integral to the course.",4 credits
67376,PSY-152,Discovering Psychology’s European Roots,,,Study the history of psychology by visiting the original laboratories and cultures that gave rise to the discipline. Includes the culture and historical context influencing early psychological theories and the relevance of these theories for contemporary psychology. May Experience ONLY.,2 credits
67141,PSY-111,Introduction to Psychology,GER: HB (Empirical Study of Human Behavior),,"Comprehensive introduction to psychology as a behavioral science through a survey of historical, empirical, and theoretical perspectives of psychological research. Topics include: biological bases of behavior, development, learning, personality, cognition, perception, motivation, social psychology, and psychopathology. Students must either participate in research projects or write summaries of published research articles.",4 credits
67363,PSY-150,Psychology in the Archives,,,The history of psychology through archival fieldwork. Students will create an online exhibit that showcases a key researcher or concept from the history of psychology based on information gathered from archives. May Experience ONLY. May Experience ONLY.,2 credits
67140,POL-504,Directed Independent Study,,instructor and department permission. Variable credit.,,
67145,PSY-212,Social Psychology,GER: HB (Empirical Study of Human Behavior),PSY-111,"Study of individual human behavior as it affects and is affected by other people. Topics include the self, attitudes, group dynamics, prejudice, interpersonal attraction, impression formation, attribution, aggression, and prosocial behavior.",4 credits
67144,PSY-211,Childhood and Adolescence,GER: HB (Empirical Study of Human Behavior),PSY-111,"The psychological principles and processes of human development from conception through adolescence. Theory and empirical research related to physical, cognitive, social, and emotional development are reviewed.",4 credits
67146,PSY-213,Adulthood and Aging,GER: HB (Empirical Study of Human Behavior),PSY-111,"Developmental changes across adulthood. Includes topics such as changes in memory functioning, physicality, caregiving, and socio-emotional processing. Selected topics related to atypical aging, such as Alzheimer’s disease and living to be a centenarian will also be addressed.",4 credits
67143,PSY-202,Data Analysis in Psychology,,PSY-201,Introduction to statistical analysis with an emphasis on application to psychological research. Topics include the graphical presentation of data as well as descriptive and inferential statistics. Lab work and written reports of laboratory projects are integral to the course.,4 credits
67522,PSY-210,Poverty and Child Development,,,"Examination of the relationship between poverty and child health and development in the cultural context of southern Africa. Major areas of focus include malnutrition, health, education, cognitive and socio-emotional development. Resilience, HIV orphans, and policy issues are also discussed.",4 credits
67150,PSY-218,Adult Psychopathology,,PSY-111,"An introduction to the study of psychopathology. Topics include the definition of mental illness, classification of psychopathology, a survey of the types of disorders, their etiologies, epidemiology and symptoms.",4 credits
67149,PSY-216,Personality,,PSY-111,"Study of the major theories of personality that have provided the historical groundwork and perspective for current personality research. Topics include psychoanalytic, trait, cognitive, behavioral, and humanistic theories. Students will learn about different personality theories and how they are tested empirically, become familiar with different methodologies for studying personality, and better understand what personality is and the role it plays in our lives.",4 credits
67148,PSY-215,Organizational Psychology,,PSY-111,"An introduction to the study of organizational psychology, major techniques and initiatives employed by those in the field, and the challenges facing organizations and leaders today and in the future. Topics include job analysis, job evaluation, legal issues in employee selection, recruiting, interviewing, references and testing, employee performance, job satisfaction, work motivation, leadership development, group behavior, teamwork, and work-life balance.",4 credits
67147,PSY-214,Health Psychology,,PSY-111,"Issues of health and illness from a biopsychosocial perspective. Examining how the body responds to stress, the role of personality, social relationships, coping and socio-economic status in health and chronic disease. Students will conduct a term-long personal health behavior project.",4 credits
67725,PSY-217,Child Psychopathology,"GER: IEJ (Identities, Equity, and Justice)",PSY-111,"An overview of mental disorders that emerge in early development and/or are predominantly experienced by children and adolescents. Topics include core diagnostic criteria, factors which increase and mitigate risk for the emergence of these disorders, and evidence-based approaches to treatment. Multiple levels of analysis, early life stress, developmental pathways, and the overlap between typical and atypical development will be emphasized throughout.",4 credits
67152,PSY-318,Clinical Psychology,,"PSY-202 , BIO-222 or HSC-201 and PSY-217 or PSY-218","Advanced study of how clinical psychologists assess, diagnose, and treat psychopathology. Topics include historical basis of clinical psychology, evidence-based assessments and treatments, ethics and multicultural competency, and professional training and practice. Designed for upper-level students considering a career in mental health or some other health-related field.",4 credits
67151,PSY-314,Psychometrics and Assessment,,PSY-202 or BIO-222 and PSY-111,An introduction to the psychometric principles of test construction and test use and to the theories and methods of psychological assessment.,4 credits
68556,PSY-223,Forensic Psychology,,PSY 111,"Introduction to key issues and concepts in the field of forensic psychology. Students will learn about various biological and psychological theories of criminal behavior. The course also addresses the ways that psychology contributes to criminal investigations and legal settings, including the role of forensic psychologists in prisons and criminal courts.",4 credits
67811,PSY-222,Psychology of Gender,,PSY-111,"A broad overview of psychological research and theory on gender from multiple perspectives within the discipline, including developmental, biological, social and cultural.",4 credits
67726,PSY-221,Applied Sports Psychology,,PSY-111,Selected theories and practical application of psychological aspects of human behavior in sport and performance settings. Course includes coverage of performance enhancement techniques and coaching effectiveness principles to maximize the skills and personal growth of athletes and other performance professionals.,4 credits
67154,PSY-321,Psychopharmacology,,PSY-320,"An introduction to the mechanisms of drug action, effects, use and abuse. General topics include principles of pharmacology, neural substrates underlying drug addiction, and the therapeutic use of drugs for mental function.",4 credits
67155,PSY-322,Memory and Cognition,,PSY-202 or BIO-222 and PSY-111,"Examination of the research and theories of human memory and cognition. Topics include perception, attention, working memory, getting information into and out of long-term memory, forgetting, imagery, and problem-solving. Experimental approaches to studying these topics will be discussed. Lab projects focus on experimental methods for studying cognitive processes.",4 credits
67153,PSY-320,Introduction to Biopsychology,GER: NWL (Empirical Study of the Natural World with laboratory),PSY-202 or BIO-222,"Study of the biological bases of behavior. Appropriate for all majors, particularly those with potential interest in neuroscience or neuropsychology. Fundamentals of brain structure (gross and fine anatomy) and function (neurophysiology and chemical transmission). Overview of sensory systems from peripheral to central processing, including perception. Study of motor pathways and diseases of movement. Introduction to human neuropsychology, motivation, mood, memory and cognition. Lab projects focus on neuroanatomy and sensory systems.",4 credits
67156,PSY-323,Animal Behavior,,PSY-202 or BIO-222,"Comparative analyses of behavior and neural systems in a variety of nonhuman species. Evolutionary theory is emphasized in the study of social behavior, aggression, reproductive and parental behavior, territoriality, predator-prey relationships, and other topics.",4 credits
67739,PSY-319,"Stereotyping, Prejudice, & Discrimination","GER: IEJ (Identities, Equity, and Justice)",PSY 111 and PSY 202,"Groups are a fundamental organizing feature of all social life. Although groups can promote human flourishing, they can also serve as the basis of marginalization or unearned advantage in some instances. What are the social psychological factors explaining the causes and consequences of stereotyping, prejudice, and discrimination? By the end of this course, students will understand the empirical approaches to these issues in social psychology. In addition, students will examine the ways that everyday systems, practices, and artifacts in our lives can reproduce these harmful processes, even within an egalitarian, well-meaning society. Finally, students will evaluate and propose interventions to reduce stereotyping, prejudice, and discrimination based on the research literature.",4 credits
67157,PSY-324,Learning and the Brain,,PSY-202 or BIO-222,"Introduction to the study of learning, emphasizing laboratory research of Pavlovian and instrumental conditioning in mostly nonhuman species. Topics include reinforcement, extinction, stimulus control of behavior, avoidance, punishment, cognitive animal processes, and application of basic research to human behavior.",4 credits
68557,PSY-412,Psychology of Social Inequalities,"GER: IEJ (Identities, Equity, and Justice)",PSY 202 and PSY 211,"Study of the psychology of social inequalities with an emphasis on cognition about inequalities among both adults and children. Students will synthesize and integrate recent empirical research to develop a deep understanding of the psychology of social inequalities, apply their knowledge of psychological research methods and statistics to the scientific study on social inequalities, and communicate research to a variety of audiences. Students will also reflect on how this capstone experience relates to their undergraduate experience and their future goals.",4 credits
67159,PSY-404,Autism,,PSY-211 and PSY-202 or BIO-222,"Historical and contemporary theory and scientific research related to autism are examined. Areas of focus include biological and environmental underpinnings of the disorder, aspects of cognition and social development that are affected, and current interventions. An important part of the course is discussion with area experts who specialize in autism. Lab sessions focus on engagement with the local autism community.",4 credits
67574,PSY-328,Sensation and Perception,GER: NWL (Empirical Study of the Natural World with laboratory),PSY-202 or BIO-222,Examines the psychological and neural systems underlying sensory input processing and perceptual interpretations of stimuli. Laboratory time will allow for hands-on hypotheses-driven experimentation of course topics. Taste smell vision hearing touch and motion are emphasized.,4 credits
67158,PSY-327,Functional Neuroanatomy,,PSY-320,"The anatomy of the brain and spinal cord, and how the structure of the central nervous system supports functions including homeostasis, perception, action, and cognition. Hands-on, interactive activities and student-centered learning.",4 credits
67575,PSY-417,Multisensory Integration and Perception,,PSY-202 or BIO-222 and PSY-320 or PSY-328,"Sensory systems rarely work in isolation. Students will examine how perception is modulated by the combination of input from multiple sensory systems. Students will discuss scientific research, compose short reaction papers, and design a research proposal.",4 credits
67160,PSY-413,Current Topics in Aging: Research and Practice,,PSY-202 and PSY-213,"This seminar requires students to read and discuss primary literature on current issues in the study of Adulthood and Aging. Topics may include memory, everyday problem solving, communication, caregiving, social networks and lifestyle. Group and independent research involving onsite observations and working directly with seniors will be required.",4 credits
67386,PSY-415,Placebo Effect,,"BIO-222 , HSC-201 or PSY-202 . PSY-214 Health Psychology recommended, but not required.",Advanced seminar consisting of student-led presentations and class discussions based on literature reviews and empirical journal articles. We will seek to understand the placebo response- why people sometimes derive real benefits from an inert treatment or procedure. Students will design an original empirical test of a placebo-related hypothesis and submit a APA-style manuscript proposing their study.,4 credits
67496,PSY-416,Brain Imaging,,PSY-320,"In-depth look into to the variety of medical brain imaging techniques that are used to address scientific questions in both the clinical and pre-clinical settings. Areas of focus will include: autoradiography, positron emission tomography (PET), Magnetic Resonance Imaging (MRI), and Functional Magnetic Resonance Imaging (fMRI).",4 credits
67161,PSY-414,The Sleeping Brain,,PSY-320,"Why do we sleep? In this seminar course, students explore theories of the cognitive function of sleep through reading and discussion of primary source scientific literature, culminating in the development of a research paper on a topic of students’ choosing.",4 credits
67165,PSY-505,Structured Internship,,PSY-111 and instructor permission,"Provides majors with hands-on experience in careers related to psychology. Students develop objectives for the internship experience, read relevant literature, complete a comprehensive paper, submit weekly reflective summaries of their internship activities, participate in biweekly seminar meetings, and present on their internship experience. Interns complete a minimum of 35 hours of site work per academic credit. Graded on a pass-no pass basis. Interns complete a minimum of 35 hours of site work per academic credit. Interns complete a minimum of 35 hours of site work per academic credit. May be retaken for credit. Variable credit.",
67162,PSY-450,Advanced Research Techniques,,PSY-202,"An introduction to and preparation for independent research in a specific sub-field of psychology . Topics include specialized research methodologies, advanced statistics, oral and written communication of research findings, and ethics. A literature review, research proposal and oral presentation. May Experience ONLY.",2 credits
68558,PSY-419,Collective Memory,,PSY 202 and PSY 322,"This capstone seminar explores collective memory, or how people’s memories for a group’s past shape the group’s identity. We will explore how collective memory is different from history, how individual and collective memory differ, and how memory is related to future thinking. Students will read and discuss primary literature, lead discussions, design research studies, and practice scientific communication.",4 credits
67364,PSY-418,Eating Disorders,,"PSY-202 , BIO-222 , or HSC-201 and PSY-217 or PSY-218","Advanced study of eating disorders and obesity. Topics include clinical and subclinical eating disorders, obesity, diagnostic criteria, etiology, risk, preventive, and maintenance factors with an emphasis on prevention and treatment. Students will lead discussions, write a research proposal, present their research to the class, as well as engage in eating disorder prevention efforts in the community as part of an application lab.",4 credits
67163,PSY-451,Sleep and EEG Research Methods,,PSY-202 or BIO-222,"Students learn the fundamentals of EEG data collection and analysis through a mixture of instruction and hands-on experience. During the second half of the course, students will work together in small groups to design, execute, and analyze data from a simple EEG experiment. May Experience ONLY.",2 credits
67729,PTH-102,Pathways 102,,,This course is designed to help students continue to develop their individualized pathway with guidance from an academic advisor and a peer mentor. Students will engage in regular reflection and guided discussion about topics relevant to the second-semester experience.,1 credit
68274,PSY-507,Supervised Research,,,"Prerequsite - ( PSY 202 or BIO 222 ) and PSY 111 and instructor permission required Participation in all or several phases of the research process, including literature review, research design, creation of materials and stimuli, data collection, data entry, and data analysis and interpretation. Must produce a written or oral summary of the research project. Graded on a pass-no pass basis. May be retaken for credit. Variable credits.",
67166,PSY-509,Supervised Research,,( PSY-202 or BIO-222 ) and PSY-111 and instructor permission,"Participation in all or several phases of the research process, including literature review, research design, creation of materials and stimuli, data collection, data entry, and data analysis and interpretation. Must produce a written or oral summary of the research project. May be retaken for credit. Variable credit.",
67167,PSY-510,Thesis,,PSY-202 or BIO-222 and PSY-111 and instructor permission,"Conduct original research under the supervision of a three-person committee (chaired by the supervising faculty member). A proposal, research paper and an oral presentation are required. May contribute only once to major requirements.",4 credits
67728,PTH-101,Pathways 101,,,This course is designed to help students transition to college and begin creating their individualized pathway with guidance from an academic advisor and a peer mentor. Students will engage in regular reflection and guided discussion about topics relevant to the first-semester experience.,1 credit
67731,PTH-201,Pathways 201,,,"In this course, students will refine their individualized pathway and explore their long term goals with guidance from an advisor. Students will engage in regular reflection and guided discussion about engaged learning opportunities, career exploration and other topics relevant to the sophomore experience.",1 credit
67733,PTH-203,Pathways 203,,,"In this course, transfer students will continue to refine their pathway with guidance from an advisor. Students will engage in regular reflection and guided discussion about career exploration, setting long-term goals, their impact on others, and will develop and practice sharing their stories, in addition to reflecting on other topics relevant to their Furman experience.",1 credit
66696,PVS-101,Introduction to Poverty Studies,"GER: Identities, Equity, and Justice (IEJ)",,"Definition, scope, and measurement of poverty; experiences and effects of living in poverty; individual and structural causes; rights, claims, and obligations regarding poverty; successes and failures in the alleviation of poverty; current proposals.",4 credits
67730,PTH-103,Pathways 103,,,This course is designed to help transfer students transition to college and begin creating their individualized pathway with guidance from an academic advisor. Students will engage in regular reflection and guided discussion about topics relevant to the first-semester experience.,1 credit
67732,PTH-202,Pathways 202,,,"In this course, students will continue to refine their pathway with guidance from an advisor. Students will engage in regular reflection and guided discussion about their long-term goals, their impact on others, and will develop and practice sharing their stories, in addition to reflecting on other topics relevant to the sophomore experience.",1 credit
67169,REL-111,Bible and Ultimate Meaning,GER: UQ (Ultimate Questions),,"A study of selected biblical texts with a focus on ultimate questions raised and addressed by those texts. Throughout consideration is given to the fact that not only different perspectives on these questions but also different answers are voiced within the Bible itself. Typical topics include: creation, the human condition, death, salvation, the nature of God and divine/human interaction, wisdom, happiness, and a variety of ethical issues with contemporary relevance.",4 credits
66697,PVS-102,Living in Poverty,,,"Readings, lectures, field experiences, community speakers, and critical reflection to assist students who are considering internships associated with the Poverty Studies concentration or other similar experiences. May Experience ONLY.",2 credits
67170,REL-110,Religions of the World,GER: WC (World Cultures),,Important ideas and practices of selected major religions in historical and cultural context.,4 credits
67663,REL-115,Abrahamic Religions in the Mediterranean,,,"Study of the histories, cultural expressions and architectures, and mutual influences and relationships of cooperation and competition between Judaism, Christianity, and Islam in the Mediterranean. May experience",2 credits
67168,REL-121,Elements of Religion,GER: UQ (Ultimate Questions),,"Exploration of the phenomenon of religion as manifested in the variety of religious experiences and expressions, including symbols, myths, rituals, and religious literature. Sacred writings from a variety of religious traditions will be considered. Rather than a systematic introduction to individual traditions, this course considers the nature of common religious forms.",4 credits
67171,REL-210,Introduction to the Old Testament,"GER: TA (critical, analytical interpretation of texts)",,"The Old Testament in its historical context, with emphases on the forms and contents of its literature and the religion of ancient Israel.",4 credits
67409,REL-212,Genesis,GER: UQ (Ultimate Questions),,"Close interpretation of Genesis through Jewish and Christian history, modern scholarship, and personal engagement. Questions include the structure of creation, the meaning of life, and the interaction between God and the world in mythic narratives.",4 credits
67503,REL-200,Introduction to Biblical Hebrew,,,"Introduction to the grammar, syntax, and vocabulary of biblical Hebrew. The focus is on learning to translate texts from the Hebrew Bible with the assistance of electronic tools, for the purpose of supporting students’ critical exegesis of the biblical text.",4 credits
67172,REL-211,New Testament and Early Christianity,"GER: TA (critical, analytical interpretation of texts)",,Study of the New Testament and other early Christian writings in the context of the social and historical development of Jesus communities both within and outside of Judaism. Emphasis on the diversity of early Christian texts and communities.,4 credits
67173,REL-214,Revelation and the Apocalyptic Imagination,,,"An examination of the apocalyptic genre, including its literary, cultural, and historical features as well as its theological motifs. Focus on apocalyptic texts in the Hebrew Bible, the Christian Scriptures, and non-canonical documents. The appropriation of apocalyptic themes throughout history in artistic forms such as art, fiction, and film, with particular attention to how apocalyptic thinking continues to shape 21st century ways of being in the world.",4 credits
67174,REL-218,The Bible in Modern Culture,,,"Exploration of controversial issues related to the Bible in modern culture, with emphasis on biblical passages that have been at the center of passionate religious debate. Topics will include creation and evolution; Jesus and Christian theology; war and violence; and identity issues related to gender, sexuality, and race. May Experience ONLY.",2 credits
67176,REL-221,Native American Religions,"GER: UQ (Ultimate Questions) and WC (World Cultures) and IEJ (Identities, Equity, and Justice)",,"Considers the diverse sacred stories, rituals, and worldviews of selected Native American tribes and the way in which geography, climate, and experience, both individual and social, are related to them. Common themes that are markedly different from those of European cultures, such as the sacredness of nature and the lack of a separate category of life identified as religion are also considered.",4 credits
67178,REL-223,Hindu Cultures and Religious Worlds,GER: UQ (Ultimate Questions) and WC (World Cultures),,Exploration of Hindu beliefs and practices with an emphasis on major religious themes that link classical traditions with popular piety.,4 credits
67177,REL-222,Introduction to Islam,GER: UQ (Ultimate Questions) and WC (World Cultures),,"An examination of the origins and development of Islam, the world’s second largest religious tradition. Particular attention is given to the formation of Islamic faith and practice as well as contemporary manifestations of Islam in Asia, Africa, and North America.",4 credits
67175,REL-220,Introduction to Judaism,GER: UQ (Ultimate Questions),,"Overview of the development, beliefs and practices of Judaism. Historical, cultural, and theological issues related to Judaism’s influence on and interaction with Christianity and Islam, are considered throughout. Significant here are the nature of humanity, the concept of the people of God and chosenness, the messiah, the relationship to the land of Israel, and Zionism.",4 credits
67181,REL-226,Eastern Orthodoxy and Roman Catholicism,GER: UQ (Ultimate Questions),,"The development, beliefs, institutions, and public and private practices of Eastern Orthodox Christianity and Roman Catholicism. Relationship of these traditions to each other and to Protestantism also examined.",4 credits
67182,REL-227,Religions of South Asia,GER: WC (World Cultures),,"Introduction to contemporary religions of South Asia by examining the religions that have developed in the Indian subcontinent151Hinduism, Jainism, Buddhism, and Sikhism151as well as the influences of religions born elsewhere–Islam, Christianity, and others.",4 credits
67183,REL-228,History of God,GER: UQ (Ultimate Questions),,"Survey of scriptures and theologies of Judaism, Christianity, and Islam in historical perspective. Emphasis on the historical backgrounds in which the three Abrahamic religions arose, the development of sacred scriptures, and the theological struggles of late antiquity and early medieval times shaping orthodox as well as heterodox segments of these three religions.",4 credits
67180,REL-225,Religion in Africa,GER: UQ (Ultimate Questions) and WC (World Cultures),,"Introduction to major religious cultures of Africa. It explores three major types: African Traditional Religions (ATR), African Islam, and African Christianity. Focus on the variety of beliefs concerning Divinity, creation, the human person, and society. Relationship of these ideas to symbolic, ritual, and communal dimension of African life. Special attention to the role of Christianity as a catalyst of change, the emergence of the African Independent Churches (AIC), and new African theologies.",4 credits
67179,REL-224,Introduction to Buddhism,GER: UQ (Ultimate Questions) and WC (World Cultures),,"Examining the doctrines, practices, and communal life of the Buddhist religious tradition. Beginning with the origins of Buddhism in India, its spread and transformation through Asia and to the West. Exploring the various interpretations about Buddhology, the meaning of Dharma and how it becomes embodied in practice. Studying the Buddhist perspectives and approaches to issues and challenges Buddhist face in the modern world.",4 credits
67366,REL-233,Martin Luther King and the Religion of Social Reform,GER: UQ (Ultimate Questions),,"An examination of Martin Luther King, Jr.’s religious background, his theological development, and the ways in which his intellectual and religious life influenced and continues to influence American religious life and thought.",4 credits
67431,REL-229,Sufi Islam,GER: UQ (Ultimate Questions) and WC (World Cultures),,"The history, contemporary practices, and worldview of Sufism, the mystical branch of Islam. Following an overview of Islam and Sufism’s development within the larger Islamic tradition, the course examines the way in which Sufi practitioners, practices, and institutions profoundly influenced the culture, religion, and politics of the world, especially in the Middle East, Central and South Asia, and North Africa.",4 credits
67185,REL-232,African-American Religious History,"GER: HA (Historical Analysis of Human Interactions) and IEJ (Identities, Equity, and Justice)",,"A survey of prominent figures, themes, issues, and developments in African American religion in the United States and how these individuals and ideas shaped and continue to shape African American religious expression.",4 credits
67186,REL-235,History of Christianity to 600 CE,GER: HA (Historical Analysis of Human Interactions),,"Surveys the history of Christianity from the apostolic era to the end of late antiquity (roughly 600 CE). Emphasis on the interplay of religious and cultural change, with special attention to institutional developments and to popular devotional practices.",4 credits
67184,REL-230,Religion in America,"GER: HA (Historical Analysis of Human Interactions) and IEJ (Identities, Equity, and Justice)",,"Historical survey and analysis of religious movements in America from the 17 th century until the present. Emphasis placed on principal denominations of Judaism and Christianity and newer movements growing from the latter. Consideration of how differing theologies and practices raise questions about the founding principle of religious liberty, national identity, and other sometimes competing social and cultural norms. Study begins with encounters with Native American traditions and ends with questions raised by increasing religious diversity and secularity.",4 credits
67188,REL-240,Basic Christian Theology,GER: UQ (Ultimate Questions),,"Introduction to what the Christian community as a whole has believed, taught, and confessed on the basis of Scripture and theological reflection. Examining the nature of theology, and its traditional expressions in such topics as the Trinitarian understanding of God, human sinfulness, reconciliation, and servant hood, and God146s relation to the world in creation, providence, and eschaton.",4 credits
67491,REL-239,Material Religion in Reformation Europe,,,"Conducted on-site in Italy, Germany, and Switzerland, this course will introduce students to the dramatic upheavals in the visual and material cultures of Western Europe brought about by the religious reform movements of the sixteenth century. May Experience ONLY.",2 credits
68201,REL-238,Material Religion in Medieval Christendom,,,"Examines the evolving relationship between religion and material culture in European Christianity, i.e., how religious belief and practice exist interdependently with art, sacred space, devotional objects, and other material dimensions of lived religion. Particular attention will be paid to the visual dialogue with different religious traditions, as well as to internal conflicts within the tradition over the relationship of visual and material realities to conceptions of the spiritual and the divine.",2 credits
67542,REL-236,History of Christianity in the Middle Ages,GER: HA (Historical Analysis of Human Interactions),,"Survey of Christian civilizations in the Middle Ages (c. 600-1500), both in the Latin West, as well as in the Byzantine and Syriac East. Attention will be paid to the social, institutional, and intellectual dimensions of religious life, as well as to ways in which understandings of an idealized “Christendom” affected interactions with religious others, especially Muslims and Jews.",4 credits
67187,REL-237,Reformation and Modernity,GER: HA (Historical Analysis of Human Interactions),,A survey of the History of Christianity from the late Middle Ages through the Early Modern Period.,4 credits
67368,REL-251,"Jerusalem: One City, Three Faiths",GER: HA (Historical Analysis of Human Interactions),,"The history of the city of Jerusalem from biblical times to the present with a particular emphasis on Jewish, Christian, and Muslims claims to and interactions with this city.",4 credits
67213,REL-248,Religion and the Environment,GER: UQ (Ultimate Questions) and NE (Humans and the Natural Environment),,"The relationship of religious traditions to the natural world, in historical, theological, and ethical perspectives. Topics include: human attitudes to nature; biblical traditions concerning creation; Christian and scientific views of nature; the current ecological crisis; and resources for respecting nature within the world’s spiritual traditions.",4 credits
67190,REL-242,Modern Christian Thought,GER: UQ (Ultimate Questions),,"Introduction to Christian thought in the western tradition with a focus on the European Enlightenment critiques and counter-critiques, the Romantic movement, and the rise of modern historical consciousness. Emphasis will be on liberal Protestantism; however, Catholic modernism will also be discussed.",4 credits
67189,REL-241,Christian Classics,GER: UQ (Ultimate Questions),,"Interpretation of texts expressing the devotional tradition of Christian faith, with emphasis on their time, place, and ecclesiastical tradition, as well as the perennial human issues they raise. Texts vary, but can include works by Augustine, Francis of Assisi, Julian of Norwich, Martin Luther, John Woolman, Soren Kierkegaard and Dietrich Bonhoeffer.",4 credits
67367,REL-247,"God, War and Empire",GER: UQ (Ultimate Questions),,"Examine the intersection of politics and religion in the context of armed conflict. Read a range of classic and contemporary texts and apply concepts to historic and contemporary case studies. Topics include violence and the state in the Hebrew Bible and in Hellenistic philosophy, the political aims and pacifism of Jesus; the emergence of “just war” traditions of theology and jurisprudence in Christianity and Islam; and religious rhetoric in American foreign policy. Discuss the ways theology and political theory bring insights to the most pressing contemporary legal and foreign policy issues.",4 credits
67430,REL-252,Judaism in the Time of Jesus,GER: HA (Historical Analysis of Human Interactions),,An examination of Jewish literature and material culture from the late Second Temple Period (c. 2nd century B.C.E. through 1st century C.E.). Attention will also be paid to Jewish sources from a wider time frame and to the emergence of the early Christian community in Jerusalem.,4 credits
67192,REL-262,Religion and Art,GER: VP (Visual and Performing Arts) and WC (World Cultures),,"Exploration of the relationship between the aesthetic material expressions of religion (e.g., architecture sculpture, icons), religious orthodoxy (i.e., belief) and orthopraxy (i.e., practice) in: Christianity, Hinduism, and Islam.",4 credits
67751,REL-263,"Murder, Mystery, and Mayhem","GER: TA (Critical, Analytical Interpretation of Texts)",,A study of modern and contemporary murder mystery/detective narrative fiction. The course gives special attention to questions about the construction of stories/narratives and how that involves interpretations of the meaning of human experience.,4 credits
67191,REL-260,Religion and Literature,"GER: TA (Critical, Analytical Interpretations of Text)",,"Study of novels, poems, plays, chiefly modern and contemporary, with emphasis on human transformation, the relationship between narrative structure and religious meaning, and the sacramental imagination. Texts have included works by Tolstoy, F. O’Connor, W. Percy, Dinesen, Yann Martel, Julian Barnes, Patrick Modiano, and Marilynne Robinson. Essays on narrative theology and literary criticism also considered.",4 credits
67660,REL-254,Religion and SciFi,,,UQ (Ultimate Questions) An examination of the religious themes that inhabit contemporary science fiction film and television.,4 credits
67193,REL-269,Art and Religion in Turkey,,,"Study of Byzantine (Eastern Christian) and Islamic art in Turkey, with a particular emphasis on the architecture of churches and mosques and on Orthodox icons. The relationship between art and religious meaning is the principal focus of the course.",2 credits
67194,REL-270,Religious Studies in Turkey,,,"Survey of religious history in Turkey, with focus on early Christianity, Byzantine Christianity, and Islam during the Ottoman Empire and the modern period. May Experience ONLY.",2 credits
67437,REL-267,Art and Religion in Greece,,,"Examines the relationship between religion and art in Greece, i.e., how religious belief and practice exist interdependently with visual images (Orthodox icons and Islamic calligraphy) and architectural forms (church and mosque architecture). May Experience ONLY.",2 credits
67436,REL-265,Canterbury Trails: Pilgrimage Spirituality,,,"Travel course exploring the practice, theological implications, and history of Christian pilgrimage through engagement with medieval sites in England. May Experience ONLY.",2 credits
67438,REL-268,Religious Studies in Greece,,REL-267,"Survey of Greek Religious History, especially Classical Greek religions, early Christianity, and Byzantine Christianity. Other traditions such as Oriental Orthodoxy (e.g., Armenian Christianity) and various historical forms of Judaism and Islam. May Experience ONLY.",2 credits
67388,REL-278,Land and Religion in the Holy Lands,,,"Exploration of biblical and religious sites in order to better understand their importance to the early histories of Judaism, Christianity, and Islam. This course also includes discussion of the complex religious and political conflicts that Israel in particular, and the Middle East more broadly, currently face. Students will encounter a land that has remained central to Jewish, Christian, and Muslim imagination and aspirations for thousands of years and see how understanding the past is crucial for interpreting the present. May Experience ONLY.",2 credits
67823,REL-284,Black Religious Thought,"GER: IEJ (Identities, Equity, and Justice) and WR (Writing/Research Intensive)",,"This course explores the development of Black religious thought and focuses on several pivotal/significant thinkers and scholars. This course will look at the writings of such historical figures like Richard Allen, Jarena Lee, Ida B. Wells-Barnett, Martin Luther King, Malcolm X, James Baldwin, and Black Christian theologians and social ethicists like James Cone, Katie Cannon, and Kelly Brown Douglass. The course will also explore the thought of Black feminists like Angela Davis, Barbara Smith, and bell hooks.",4 credits
